,Food,Carbohydrates,Protein,Fats,Energy,Category
2255,Bounty Kacang Hijau Tomat Musim Panas,17.25,10.0,24.0,325.0,Masakan Barat
2256,Artichoke Dioles dengan Mentega Ikan Teri,27.25,11.0,19.0,324.0,Sayur
2257,Santan Murni,5.6,4.2,34.3,324.0,Masakan Indonesia
2258,Kari Kembang Kol dan Buncis,42.25,14.0,11.0,324.0,Masakan Asia
2259,Santan (Kelapa Saja),55.6,4.2,34.3,324.0,Masakan Indonesia
2260,Beet Cured Lox,20.0,25.0,16.0,324.0,Lauk
2261,Taco Ceviche Meksiko,15.25,32.0,15.0,324.0,Masakan Barat
2262,Veal Scallops dengan Jamur dan Rosemary,11.75,24.0,20.0,323.0,Lauk
2263,Steak Salad Murphy,21.75,23.0,16.0,323.0,Salad
2264,Kue tapai,50.1,4.9,11.5,323.0,Jajanan
2265,Sup Zucchini Dingin dengan Udang Lemon-jintan dan Krim Ketumbar,23.0,24.0,15.0,323.0,Masakan Barat
2266,Scallop Quenelles dengan Saus Tomat Jahe,15.0,23.0,19.0,323.0,Lauk
2267,Sosis Pedesaan dan Saus Sage,13.0,16.0,23.0,323.0,Lauk
2268,Pozole Hijau dengan Cod dan Ketumbar,30.0,28.0,10.0,322.0,Masakan Barat
2269,Bass Laut dengan Salsa Maroko,11.5,33.0,16.0,322.0,Lauk
2270,Sup Sayuran Provençal (Soupe Au Pistou),30.5,14.0,16.0,322.0,Masakan Barat
2271,Kerang Provençale,12.0,28.0,18.0,322.0,Lauk
2272,Cawl (Wales),30.0,12.0,17.0,321.0,Masakan Barat
2273,Taco Tuna Berkulit Chili,20.25,24.0,16.0,321.0,Lauk
2274,Rebusan Daging Sapi dalam Panci Kuali,17.25,36.0,12.0,321.0,Masakan Indonesia
2275,Paillard Bebek Panggang,11.75,46.0,10.0,321.0,Lauk
2276,Lempog durian (Sumatera),63.7,3.5,5.7,320.0,Jajanan
2277,Telur bebek ceplok,0.9,15.1,30.5,320.0,Lauk
2278,Kerang Portugis dengan Linguiça dan Tomat,15.5,24.0,18.0,320.0,Lauk
2279,Oncom merah goreng tepung,31.0,7.3,18.7,320.0,Jajanan
2280,Kerang Jeruk Nipis,22.0,22.0,16.0,320.0,Lauk
2281,Sup Jagung Krim Cope dengan Udang dan Jamur Liar,15.25,13.0,23.0,320.0,Sayur
2282,Pancake Keju Cottage,36.0,17.0,12.0,320.0,Makanan penutup
2283,Strudel Jamur dan Keju Kambing dengan Sirup Balsamic,25.0,10.0,20.0,320.0,Masakan Barat
2284,Orzo Zaitun dan Mozzarella,35.5,13.0,14.0,320.0,Pasta
2285,Ikan Rebus dengan Bayam dalam Saus Cabai-Tomat,20.0,33.0,12.0,320.0,Lauk
2286,Ikan asin sirinding goreng,0.0,6.9,31.7,319.0,Lauk
2287,Kerang dengan Krim Kemangi,15.75,28.0,16.0,319.0,Lauk
2288,Sup Tortellini dan Sosis Italia,34.25,23.0,10.0,319.0,Masakan Barat
2289,Veal Scallops dengan Lemon dan Caper,26.25,22.0,14.0,319.0,Lauk
2290,Ikan Bass dengan Saus Bawang dan Jintan,14.25,34.0,14.0,319.0,Lauk
2291,Kerang Kukus dengan Kari dan Serai,18.0,21.0,18.0,318.0,Lauk
2292,Udang dan Jamur Saus Tiram Kacang Hitam Pedas,13.0,17.0,22.0,318.0,Lauk
2293,"Sup Ayam, Jagung, dan Mie dengan Saffron",19.0,38.0,10.0,318.0,Lauk
2294,Almond Dacquoise dengan Es Krim Stroberi,33.25,10.0,16.0,317.0,Makanan penutup
2295,Souffle Keju Kambing dalam Cangkir Phyllo dengan Salad Frisée,10.75,10.0,26.0,317.0,Salad
2296,Tempura Udang dengan Lemon dan Mayones Zaitun,15.75,14.0,22.0,317.0,Masakan Asia
2297,Sup Asparagus dan Daun Bawang,21.0,11.0,21.0,317.0,Masakan Barat
2298,Sup Salmon Asap,26.25,17.0,16.0,317.0,Masakan Barat
2299,Terrine Sayuran Provencal dan Keju Kambing,11.25,14.0,24.0,317.0,Masakan Barat
2300,Croustades Paprika Merah dengan Keju Kambing,18.5,11.0,22.0,316.0,Masakan Barat
2301,Gnocchi Alla Romana,23.0,11.0,20.0,316.0,Pasta
2302,Kantong Masa Isi dengan Cabai Hijau dan Keju,42.0,10.0,12.0,316.0,Masakan Barat
2303,Kentang Parsi dengan Telur,44.0,10.0,11.0,315.0,Masakan Barat
2304,"Rebusan Kerang Asia dengan Kelapa, Jahe dan Jeruk Nipis",12.0,24.0,19.0,315.0,Masakan Asia
2305,Tumis Udang Terinspirasi Thailand,25.75,19.0,15.0,314.0,Masakan Asia
2306,Quinoa dengan Mangga dan Yogurt Kari,37.0,10.0,14.0,314.0,Masakan Barat
2307,Kue Yuca Kakap Merah dengan Mojo De Ajo,30.25,19.0,13.0,314.0,Masakan Barat
2308,Black Bean Hummus,26.0,12.0,18.0,314.0,Masakan Barat
2309,Cannelloni Seafood,16.75,21.0,18.0,313.0,Pasta
2310,Dada Bebek Panggang dengan Saus Balsamic dan Aprikot,17.25,34.0,12.0,313.0,Lauk
2311,Kebab Bakso Swedia Panggang,27.5,17.0,15.0,313.0,Masakan Barat
2312,Kentang Scalloped Keju Kambing dengan Bunga Kucai,32.25,10.0,16.0,313.0,Masakan Barat
2313,Segitiga Amaranth dan Feta Phyllo,21.0,10.0,21.0,313.0,Masakan Barat
2314,"Kentang Panggang, Bawang Merah, dan Kangkung dengan Saus Bawang Putih Karamel",27.0,13.0,17.0,313.0,Masakan Barat
2315,Gratin Kerang Tarragon,27.25,17.0,15.0,312.0,Masakan Barat
2316,Krim Artichoke Yerusalem dan Sup Seledri,39.75,11.0,12.0,311.0,Sayur
2317,Kepiting Goreng dengan Saus Jeruk Nipis Pedas,27.25,10.0,18.0,311.0,Masakan Barat
2318,Kembang Kol Dipanggang Dilapisi Tepung Roti,20.75,12.0,20.0,311.0,Sayur
2319,"Jamur Krim, Bawang Bombai, dan Kubis Brussel",18.0,10.0,22.0,310.0,Sayur
2320,Ayam Wijen dan Sayur Tumis,11.75,23.0,19.0,310.0,Lauk
2321,Hand Pies Domba Berbumbu,14.0,14.0,22.0,310.0,Sandwich
2322,Tumis Sayur dengan Saus Bawang Putih-Miso,33.25,15.0,13.0,310.0,Sayur
2323,Kembang Kol Pedas dengan Udang,22.5,12.0,19.0,309.0,Lauk
2324,Monkfish Panggang dengan Saus Tomat Saffron dan Celeriac Mash,12.0,36.0,13.0,309.0,Lauk
2325,Sup Ayam Italia,16.25,25.0,16.0,309.0,Masakan Barat
2326,"Kerang dengan Daun Bawang, Kunyit, dan Krim",19.5,24.0,15.0,309.0,Lauk
2327,Sup Escarole dengan Kacang Garbanzo dan Pasta,43.5,11.0,10.0,308.0,Masakan Barat
2328,Oeufs À La Neige Kapulaga Jahe,42.25,10.0,11.0,308.0,Makanan penutup
2329,Sup Mie Daging Sapi Cina,12.0,11.0,24.0,308.0,Masakan Asia
2330,Kue Kepiting dengan Daun Bawang dan Dill,38.0,12.0,12.0,308.0,Masakan Barat
2331,Burger Cheddar Panggang,20.25,25.0,14.0,307.0,Sandwich
2332,Sop Kentang dan Daun Bawang,42.0,10.0,11.0,307.0,Masakan Barat
2333,Rebusan Sayur Ala Maroko dengan Saus Yogurt Harissa,37.75,12.0,12.0,307.0,Masakan Timur Tengah
2334,Panggang Sosis dan Paprika,12.5,26.0,17.0,307.0,Lauk
2335,Kerang Bakar dengan Daun Bawang dan Saus Kaviar,17.25,19.0,18.0,307.0,Lauk
2336,Pastel,42.4,4.5,13.3,307.0,Jajanan
2337,Krim Kembang Kol dan Sup Stilton,21.75,10.0,20.0,307.0,Sayur
2338,Oncom hitam goreng tepung,27.0,9.0,18.0,306.7,Jajanan
2339,"Chard Merah, Alpukat, dan Oranye Darah dengan Saus Mangga-Chutney",19.25,10.0,21.0,306.0,Masakan Barat
2340,Kerang Yunani dan Rebusan Kentang,27.5,13.0,16.0,306.0,Masakan Barat
2341,Daging Cincang Bawang Merah,22.5,18.0,16.0,306.0,Lauk
2342,Stew Daging Sapi dan Split Pea a la Persia,27.5,24.0,11.0,305.0,Masakan Asia
2343,Potpie Lobster,29.25,11.0,16.0,305.0,Masakan Barat
2344,Kerang dengan Peterseli dan Bawang Putih,10.0,28.0,17.0,305.0,Lauk
2345,Kerang dengan Sosis Italia Pedas,20.25,29.0,12.0,305.0,Lauk
2346,Casserole Bawang Hijau,39.25,12.0,11.0,304.0,Masakan Barat
2347,Kerang dan Udang Kreol,15.0,34.0,12.0,304.0,Lauk
2348,Kue putu cangkir,54.9,5.3,7.0,304.0,Jajanan
2349,Telur Salju dengan Custard Pistachio dan Cokelat,34.5,10.0,14.0,304.0,Makanan penutup
2350,"Tortellini Gratinata dengan Jamur dan Parsnip ""Béchamel",21.5,14.0,18.0,304.0,Pasta
2351,Kacang Hitam ala Kuba,39.5,14.0,10.0,304.0,Masakan Barat
2352,Kerang Laut Bakar Di Atas Tumis Bayam dengan Saus Mentega Hoisin,17.75,22.0,16.0,303.0,Lauk
2353,Kue kepiting,18.5,19.0,17.0,303.0,Masakan Barat
2354,Wajit,63.3,6.3,2.7,303.0,Masakan Indonesia
2355,Udang Rebus dan Endive Krim,11.0,22.0,19.0,303.0,Lauk
2356,Sup Kubis dengan Apel dan Timi,32.0,10.0,15.0,303.0,Sayur
2357,Fishcakes Goreng,24.25,11.0,18.0,303.0,Lauk
2358,"Koktail Udang, Tomat, dan Zaitun",10.0,25.0,18.0,302.0,Masakan Barat
2359,Brokoli Rebus dengan Zaitun,25.5,14.0,16.0,302.0,Sayur
2360,Sup Albondigas,12.5,27.0,16.0,302.0,Masakan Barat
2361,"Swiss Chard, Kismis, dan Tart Kacang Pinus",10.75,13.0,23.0,302.0,Masakan Barat
2362,Kentang Dua Keju Chunky dengan Bawang Putih dan Pesto,28.5,11.0,16.0,302.0,Masakan Barat
2363,Sup Tortilla dengan Tortilla Renyah dan Kenikmatan Alpukat,19.5,13.0,19.0,301.0,Masakan Barat
2364,Sup Mie Ayam Cina dengan Bayam dan Daun Bawang Putih,10.75,24.0,18.0,301.0,Masakan Asia
2365,"Pizza Radicchio, Fontina, dan Keju Kambing",28.5,13.0,15.0,301.0,Masakan Barat
2366,Telur bebek dadar,0.0,20.0,23.7,301.0,Lauk
2367,Veal Scallops dengan Lemon dan Artichoke,14.0,23.0,17.0,301.0,Lauk
2368,Kue Kerang dengan Mayones Ketumbar-Jeruk Nipis dan Kentang Baru,16.0,30.0,13.0,301.0,Lauk
2369,Roti Jagung Wajan Zaitun dan Parmesan,31.5,10.0,15.0,301.0,Masakan Barat
2370,"Sup Ayam, Jeruk Nipis, dan Orzo ala Yucatan",23.5,29.0,10.0,300.0,Masakan Barat
2371,"Roti Jagung, Sosis, dan Saus Adas",37.0,11.0,12.0,300.0,Masakan Barat
2372,Sup Adas Bayam,26.25,15.0,15.0,300.0,Masakan Barat
2373,Bebek goreng,4.5,24.0,20.7,300.0,Lauk
2374,Gratin Jamur dan Bawang,19.0,11.0,20.0,300.0,Masakan Barat
2375,"Sup Daging Sapi, Barley, dan Sayuran",22.75,25.0,12.0,299.0,Masakan Barat
2376,Sup Krim Jagung Butternut dengan Crouton Keju Kambing,33.25,10.0,14.0,299.0,Makanan penutup
2377,Tomat Panggang dengan Stilton,32.25,11.0,14.0,299.0,Sayur
2378,Artichoke dengan Keju Kambing,11.0,12.0,23.0,299.0,Sayur
2379,Roti Keju Zuder,27.0,14.0,15.0,299.0,Makanan penutup
2380,Dodol bali,65.9,3.7,2.1,298.0,Jajanan
2381,Fricassée Asparagus Panggang dan Jamur Liar,27.0,16.0,14.0,298.0,Masakan Barat
2382,Sup Tomat dan Bayam,16.25,11.0,21.0,298.0,Masakan Barat
2383,Chowder Ayam Asap,14.0,11.0,22.0,298.0,Masakan Barat
2384,Sup Lentil Merah Berasap dengan Roti Bakar Cheddar,29.25,16.0,13.0,298.0,Sandwich
2385,Kubis Mustard Isi Asam Manis,28.75,21.0,11.0,298.0,Sayur
2386,Salad Jagung Panggang dan Udang,28.0,15.0,14.0,298.0,Salad
2387,Ayam goreng tepung (dada),0.1,34.2,16.8,298.0,Lauk
2388,Fillet Ikan dengan Saus Tomat-Zucchini,12.75,37.0,11.0,298.0,Lauk
2389,Kerang Kari Goan,15.75,34.0,11.0,298.0,Masakan Barat
2390,Ayam goreng tepung (sayap),1.6,35.9,15.2,297.0,Lauk
2391,Jamur Portobello Diisi dengan Kentang Kocok Parmesan,32.0,13.0,13.0,297.0,Lauk
2392,Bakso Ayam Barbekyu,31.25,16.0,12.0,297.0,Lauk
2393,Udang dan Paprika dalam Saus Tomat Pedas,22.5,29.0,10.0,296.0,Lauk
2394,"Casserole Artichoke, Kentang, dan Jamur Portobello",31.75,13.0,13.0,296.0,Masakan Barat
2395,Halibut Gaya Osso Buco dan Kentang Kocok dengan Bumbu,18.25,31.0,11.0,296.0,Masakan Barat
2396,Kue pia,66.4,1.4,1.4,296.0,Jajanan
2397,"Tumpukan Polenta dengan Terong, Tomat, dan Mozzarella",22.75,13.0,17.0,296.0,Masakan Barat
2398,Bandeng presto,11.3,17.1,20.3,296.0,Masakan Indonesia
2399,"Ikan Mahi-Mahi dengan Blood Orange, Alpukat, dan Salsa Bawang Merah",16.25,33.0,11.0,296.0,Lauk
2400,Udang dengan Masala Berbumbu dan Santan,10.0,19.0,20.0,296.0,Lauk
2401,Grits Keju Panggang,21.25,12.0,18.0,295.0,Masakan Barat
2402,Rarawuan,47.5,7.3,8.5,295.0,Masakan Indonesia
2403,Kue Ikan Trout Asap dengan Krim Lobak,25.0,15.0,15.0,295.0,Masakan Barat
2404,Kari Ayam dan Apel,20.75,17.0,16.0,295.0,Masakan Asia
2405,Semolina dan Bayam Gratin,28.25,16.0,13.0,294.0,Masakan Barat
2406,Osso Buco Sapi,13.0,20.0,18.0,294.0,Masakan Barat
2407,Sandwich Selai Kacang dan Pisang,38.75,10.0,11.0,294.0,Sandwich
2408,Kerang Dingin dengan Saus Ketumbar Tomat,16.75,23.0,15.0,294.0,Lauk
2409,Kue Ikan New England dengan Saus Tartar Berbumbu,14.0,30.0,13.0,293.0,Masakan Barat
2410,Gravlax dengan Saus Mustard,13.25,15.0,20.0,293.0,Masakan Barat
2411,Salad Daging Sapi ala Vietnam,28.25,20.0,11.0,292.0,Salad
2412,Gratin Labu Butternut dengan Remah Roti Rosemary,33.75,10.0,13.0,292.0,Makanan penutup
2413,Karoket sunda,2.8,11.2,11.2,292.0,Jajanan
2414,Salad Kacang Merah dengan Kenari dan Ketumbar,34.0,12.0,12.0,292.0,Salad
2415,Sup Bawang dan Adas Gosong,27.0,10.0,16.0,292.0,Masakan Barat
2416,Cokelat Panas Kayu Manis,33.5,10.0,13.0,291.0,Makanan penutup
2417,"Ikan Asap dengan Saus Mustard, Dill dan Caper",33.25,17.0,10.0,291.0,Lauk
2418,"Ikan Cod Garam, Adas, dan Cannelloni Kentang",29.0,19.0,11.0,291.0,Lauk
2419,Kue lumpur,44.1,3.6,11.1,291.0,Jajanan
2420,Bubur Jagung dengan Udang dan Paprika Merah Panggang,27.25,14.0,14.0,291.0,Masakan Barat
2421,Sandwich Ayam ala Meksiko,13.5,21.0,17.0,291.0,Sandwich
2422,Sup Paprika Kuning,26.75,10.0,16.0,291.0,Masakan Barat
2423,Sagu Forno,63.4,0.5,4.0,291.0,Masakan Indonesia
2424,"Tumis Fillet Bass dengan Jamur, Daun Bawang, dan Kedelai",12.0,38.0,10.0,290.0,Lauk
2425,Brokoli dan Selada Kubis Brussel,15.25,10.0,21.0,290.0,Sayur
2426,Kakap Merah Panggang dan Mangga dengan Vinaigrette Daun Ketumbar-Jeruk Nipis,15.25,10.0,21.0,290.0,Lauk
2427,Taco Ikan,26.0,24.0,10.0,290.0,Masakan Barat
2428,Ikan Bakar ala Jepang,14.0,36.0,10.0,290.0,Masakan Asia
2429,Udang Kari Renyah,13.5,25.0,15.0,289.0,Lauk
2430,Flounder Dibungkus Bayam dan Salad Lentil Hangat dengan Saus Yogurt Mentimun,27.25,18.0,12.0,289.0,Salad
2431,Sapi daging kornet,0.0,16.0,25.0,289.0,Lauk
2432,Sup Tunisia dengan Chard dan Mie Telur,21.0,13.0,17.0,289.0,Masakan Timur Tengah
2433,"Salad Udang dan Mentimun Manis, Asam, dan Pedas",13.75,18.0,18.0,289.0,Salad
2434,Onde-onde,44.3,8.3,8.9,288.6,Jajanan
2435,Panggang Tiram dengan Crouton Lada,32.25,15.0,11.0,288.0,Lauk
2436,Pasta dengan Kerang,24.5,16.0,14.0,288.0,Pasta
2437,Roti Bakar Keju Kambing Herbal,12.75,12.0,21.0,288.0,Sandwich
2438,Focaccia Empat Keju,28.5,12.0,14.0,288.0,Masakan Barat
2439,Ziti Panggang dengan Bayam dan Tomat,18.5,13.0,18.0,288.0,Masakan Barat
2440,Tortilla Gaya Basque dengan Tuna dan Tapenade,12.5,21.0,17.0,287.0,Masakan Barat
2441,Salmon Panggang dengan Kerak Cranberry-Thyme,20.5,13.0,17.0,287.0,Lauk
2442,Sup Ayam dan Nasi ala Thailand,24.5,18.0,13.0,287.0,Masakan Asia
2443,Udang dengan Saus Romesco,17.25,14.0,18.0,287.0,Lauk
2444,Tumis Sayuran Musim Semi,26.25,23.0,10.0,287.0,Masakan Barat
2445,Ayam goreng (paha),1.7,31.0,15.7,287.0,Lauk
2446,Tartine Bit dan Keju Kambing,24.75,11.0,16.0,287.0,Masakan Barat
2447,Gratin Brokoli-Parmesan,22.0,16.0,15.0,287.0,Sayur
2448,Nasi Liar dengan Lentil Hijau Prancis,31.5,11.0,13.0,287.0,Masakan Barat
2449,Ayam goreng tepung (paha),1.1,32.1,16.1,286.0,Lauk
2450,"Barley, Swiss Chard, dan Sup Kacang Lima",23.75,23.0,11.0,286.0,Masakan Barat
2451,Ikan jambal goreng,2.3,48.5,9.2,286.0,Lauk
2452,"Salad Udang, Jeruk, dan Zaitun dengan Sherry Vinaigrette",12.0,19.0,18.0,286.0,Salad
2453,Singkong Goreng ,28.0,1.0,18.0,285.0,Masakan Indonesia
2454,Tahu Serai Pedas,10.75,11.0,22.0,285.0,Masakan Barat
2455,Salad Sashimi dengan Kedelai dan Jeruk,16.75,14.0,18.0,285.0,Salad
2456,Oncom terong,9.5,4.3,25.7,285.0,Sayur
2457,Bakso Saus Merah,10.5,18.0,19.0,285.0,Lauk
2458,Oncom hitam goreng,13.6,12.0,14.4,284.0,Jajanan
2459,Sup Kerang Santa Fe,24.25,22.0,11.0,284.0,Masakan Barat
2460,Ayam goreng sukabumi (paha),0.5,35.7,14.3,283.0,Lauk
2461,Udang Perendam Jeruk dan Cengkih,13.0,24.0,15.0,283.0,Masakan Indonesia
2462,Nasi Liar dengan Paprika Panggang dan Almond Panggang,32.75,11.0,12.0,283.0,Masakan Barat
2463,Tiram dengan Tiga Salsa,22.5,19.0,13.0,283.0,Lauk
2464,Sup Sayuran Tuscan dengan Kacang Putih dan Parmesan,29.25,10.0,14.0,283.0,Masakan Barat
2465,Sate Bandeng,20.9,12.1,16.8,283.0,Masakan Indonesia
2466,Drumet Ayam Wijen,15.5,19.0,16.0,282.0,Lauk
2467,Udang Panggang dengan Saus Ponzu,14.75,22.0,15.0,282.0,Masakan Asia
2468,Kurma deglet noor,75.03,2.45,0.39,282.0,Buah
2469,Steak Rib-Eye dengan Salad Jagung Tomat Hangat,10.5,15.0,20.0,282.0,Lauk
2470,Salad Tuna Taman,28.25,13.0,13.0,282.0,Salad
2471,Salade Chaude Aux Lentilles Avec Vinaigrette À La Moutarde,23.25,11.0,16.0,281.0,Salad
2472,Sale Pisang Siam,66.1,2.4,0.7,281.0,Masakan Indonesia
2473,Kentang Tumbuk dengan Fontina dan Peterseli Italia,28.75,10.0,14.0,281.0,Masakan Barat
2474,Tart Keju Kambing dan Tomat,33.25,10.0,12.0,281.0,Masakan Barat
2475,Brochette Kerang dengan Salsa Mangga-Tarragon,17.5,19.0,15.0,281.0,Lauk
2476,Souffle Bayam dengan Bawang Merah dan Keju Gouda Asap,11.25,14.0,20.0,281.0,Masakan Barat
2477,Pizza Matzoh,16.5,13.0,18.0,280.0,Masakan Barat
2478,Abon,0.0,9.2,28.4,280.0,Lauk
2479,Bakwan,39.0,8.2,10.2,280.0,Lauk
2480,Udang Goan Saus Kelapa Panggang,13.5,25.0,14.0,280.0,Masakan Barat
2481,"Ikan Za'Atar Renyah dengan Couscous Israel, Swiss Chard, dan Feta",18.25,18.0,15.0,280.0,Lauk
2482,Salad Taman Musim Panas dengan Udang Cabai-Bawang Putih,13.0,23.0,15.0,279.0,Salad
2483,Bawang Putih Hijau dan Daun Bawang Matzo Brei dengan Salmon Asap dan Krim Lobak,20.5,11.0,17.0,279.0,Lauk
2484,Dada Ayam dengan Tomat dan Caper,14.25,33.0,10.0,279.0,Lauk
2485,Roti Jagung Cabai Merah dan Keju Panggang Pedas,37.25,10.0,10.0,279.0,Masakan Barat
2486,Sendok Roti,20.5,20.0,13.0,279.0,Masakan Barat
2487,"Roti Pipih Panggang dengan Bawang Karamel, Sosis, dan Keju Manchego",27.5,13.0,13.0,279.0,Masakan Barat
2488,Tilapia Panggang dengan Béarnaise Sabayon dan Baby Bok Choy,11.0,27.0,14.0,278.0,Lauk
2489,Orecchiette Brokoli,36.0,11.0,10.0,278.0,Pasta
2490,Gratin Asparagus,16.5,10.0,19.0,277.0,Masakan Barat
2491,Purée Kacang Putih dengan Vinaigrette Bawang Putih dan Croutes,27.75,10.0,14.0,277.0,Masakan Barat
2492,Salad Melon dan Ayam Asap,13.5,13.0,19.0,277.0,Salad
2493,Arwan Sirsir / Sayur daun singkong (Kei),10.7,2.4,25.0,277.0,Masakan Indonesia
2494,Baby Back Ribs Jahe dan Madu,13.5,13.0,19.0,277.0,Lauk
2495,Roti Bakar Provolone,28.25,14.0,12.0,277.0,Sandwich
2496,Kurma medjool,74.97,1.81,0.15,277.0,Buah
2497,Nasi goreng,30.2,3.2,3.2,276.0,Masakan Indonesia
2498,Hummus Lada Merah,28.75,11.0,13.0,276.0,Masakan Barat
2499,Sup Jamur dan Tiram,13.0,11.0,20.0,276.0,Masakan Barat
2500,Telur Orak-Arik Gaya Basque Chez Gladines,17.0,16.0,16.0,276.0,Lauk
2501,Salad Kentang dengan Saus Kaviar Krim,25.5,12.0,14.0,276.0,Salad
2502,Lodeh pepaya muda,30.2,11.6,11.6,275.0,Sayur
2503,Ayam goreng kalasan (paha),1.3,37.4,12.2,275.0,Lauk
2504,Lamb Rack dengan Lentil Beluga Kacang dan Bayam Bawang Putih Tumis,18.75,14.0,16.0,275.0,Masakan Barat
2505,Crostini Anggur-Ricotta Pedas,34.0,10.0,11.0,275.0,Masakan Barat
2506,Lobster Kalkuta dalam Saus Bayam dan Yogurt,10.75,33.0,11.0,274.0,Lauk
2507,Salmon Asap Krim dan Daun Bawang,18.0,10.0,18.0,274.0,Lauk
2508,Caldo Tlalpeno,22.75,21.0,11.0,274.0,Masakan Barat
2509,Sate Pusut ,13.6,12.9,18.6,274.0,Masakan Indonesia
2510,Popover Bawang Hijau-Parmesan,21.5,11.0,16.0,274.0,Masakan Barat
2511,Gemblong,55.5,1.7,5.4,274.0,Jajanan
2512,Enchilada Ayam Picadillo,20.5,12.0,16.0,274.0,Lauk
2513,Halibut Panggang dengan Saus Tomat Serai,11.75,34.0,10.0,273.0,Lauk
2514,Kubis Brussel Kung Pao,19.75,10.0,17.0,272.0,Sayur
2515,Salad Reuben,12.5,15.0,18.0,272.0,Salad
2516,Bakpia,44.1,8.7,6.7,272.0,Makanan ringan
2517,Laap Ayam,13.75,25.0,13.0,272.0,Lauk
2518,Moussaka Domba dan Terong,16.25,11.0,18.0,271.0,Masakan Barat
2519,Sosis Italia dengan Kacang Putih Raksasa dan Radicchio,19.75,12.0,16.0,271.0,Lauk
2520,Flank Steak Termarinasi,11.25,25.0,14.0,271.0,Lauk
2521,Sup Giok,29.75,11.0,12.0,271.0,Masakan Barat
2522,Fish and chips,19.3,12.3,15.9,270.0,Masakan Barat
2523,Telur Florentine,12.75,21.0,15.0,270.0,Lauk
2524,Ampela ayam goreng,9.9,32.3,11.2,270.0,Lauk
2525,Roti Bakar Bebek Asap dengan Rhubarb Jahe,21.0,15.0,14.0,270.0,Sandwich
2526,Salad Bayam dengan Jeruk dan Keju Kambing Hangat,12.5,12.0,19.0,269.0,Salad
2527,Tahu Berlapis Maple dengan Spaghetti Squash,26.25,14.0,12.0,269.0,Pasta
2528,Krim Bayam dengan Topping Remah Roti Keemasan,14.5,10.0,19.0,269.0,Sayur
2529,Puttanesca Kacang Putih,29.25,11.0,12.0,269.0,Masakan Barat
2530,Saus Bayam-Artichoke Klasik dengan Mozzarella dan Parmesan,11.25,11.0,20.0,269.0,Sayur
2531,Sapi paru goreng,14.5,23.9,12.7,268.0,Lauk
2532,Salad Mie Gelas Pedas,23.0,17.0,12.0,268.0,Salad
2533,Potongan Daging Ayam Lemon,12.25,12.0,19.0,268.0,Lauk
2534,Pita Telur dan Sup Parmesan,20.0,22.0,11.0,267.0,Masakan Barat
2535,Salad Ayam Asia dengan Kacang Polong dan Bok Choy,10.75,29.0,12.0,267.0,Salad
2536,Halibut yang Diasinkan Pada Kecambah Lobak dan Salad Adas,14.75,16.0,16.0,267.0,Salad
2537,Pancake Mustard-Dill dengan Salmon Asap dan Kaviar,15.0,18.0,15.0,267.0,Masakan Barat
2538,Tautan Sosis dengan Glasir Aprikot-Mustard,11.75,10.0,20.0,267.0,Lauk
2539,Sup Tomat dan Kacang Cannellini,32.25,12.0,10.0,267.0,Masakan Barat
2540,Bubur Jagung Aligot,16.25,12.0,17.0,266.0,Masakan Barat
2541,Taco Skirt Steak Jalapeño dan Jeruk Nipis,13.0,13.0,18.0,266.0,Masakan Barat
2542,Martabak manis / Terang bulan / Kue bandung,49.3,4.7,5.5,265.3,Jajanan
2543,Cumi-cumi goreng,0.0,40.6,10.1,265.0,Lauk
2544,Roti Cheddar Bawang Biji Poppy,23.75,11.0,14.0,265.0,Masakan Barat
2545,Minuman telur kopyok,27.0,12.0,12.0,264.0,Minuman
2546,Ayam taliwang,2.7,18.2,20.1,264.0,Masakan Indonesia
2547,Artichoke dan Salad Adas,31.25,10.0,11.0,264.0,Salad
2548,Leci kom,59.6,4.0,1.1,264.0,Buah
2549,Mozzarella dalam Carrozza dengan Saus Ikan Teri,19.0,11.0,16.0,264.0,Sandwich
2550,Ikan Mahi-Mahi Panggang dengan Salsa Alpukat-Melon,10.5,33.0,10.0,264.0,Lauk
2551,Salad Daging Sapi Panggang Thailand,17.25,17.0,14.0,263.0,Salad
2552,Udang dengan Kacang Polong,14.0,18.0,15.0,263.0,Lauk
2553,Koktail Udang Bumbu Jeruk,26.0,17.0,10.0,262.0,Masakan Barat
2554,"Salad Udang, Mentimun, dan Mangga",20.25,16.0,13.0,262.0,Salad
2555,Salad Restoran Steak dengan Saus Cabai Merah dan Kacang Tanah,11.25,25.0,13.0,262.0,Salad
2556,Biji salak,51.1,2.3,5.4,262.0,Jajanan
2557,Kentang Bulgaria,26.25,10.0,13.0,262.0,Masakan Barat
2558,"Arugula, Ceri Keemasan, Almond Marcona, dan Parmigiano-Reggiano",10.5,10.0,20.0,262.0,Salad
2559,Lentil India dan Selai Kacang Polong,28.5,10.0,12.0,262.0,Masakan Barat
2560,Sup Succotash dengan Crouton Lada Hitam,32.75,10.0,10.0,261.0,Masakan Barat
2561,Sup Jagung dengan Jalapeño Panggang dan Pure Peterseli,29.5,11.0,11.0,261.0,Masakan Barat
2562,Salad Kentang dan Makanan Laut dengan Tarragon,26.75,16.0,10.0,261.0,Salad
2563,Irisan Daging Sapi Dibumbui dengan Daun Bawang dan Lobak,12.25,26.0,12.0,261.0,Lauk
